WithdrawalHistory(WH),RepeatHistory(RH),MaritalStatus(MS),Gender(GND),Age,District(DSRCT),Religion(RLGN),StudentType(ST),ProgrammeCode(PC),EmploymentStatus(ES),ODLCenter(OC),DisabilityIndicator(DI),Vulnarability(VNBLT),IncomeSource(IS),CurrentResidence(CR),Target
No,Yes,MARRIED,M,0,Lilongwe,,MATURE,BABM,Employed,,,,,,Not Dropped
No,Yes,MARRIED,M,0,Kasungu,,MATURE,BABM,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,M,38,DEDZA,Christian,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,Yes,MARRIED,M,37,SALIMA,,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,40,CHITIPA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,38,NTCHEU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,31,DOWA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,48,MCHINJI,Christian,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,49,MZIMBA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
No,Yes,MARRIED,M,49,DEDZA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,M,38,MCHINJI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,M,39,MZIMBA,Christian,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,37,LILONGWE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,Yes,MARRIED,M,44,MZIMBA,Christian,GENERIC,BEXT,Not Employed,MZUZU,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,M,54,BLANTYRE,Christian,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,Yes,MARRIED,M,47,THYOLO,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,32,MULANJE,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,Yes,MARRIED,M,36,SALIMA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,M,31,MULANJE,,MATURE,BABM,Not Employed,,,,,,Dropped
No,Yes,MARRIED,M,31,MWANZA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,MARRIED,M,37,DEDZA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,MARRIED,M,37,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,MARRIED,M,31,DEDZA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,MARRIED,M,30,NKHOTAKOTA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,MARRIED,M,38,MZIMBA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,31,MANGOCHI,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,Yes,MARRIED,M,34,SALIMA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,33,THYOLO,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,Yes,MARRIED,M,43,BALAKA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,34,NKHATA-BAY,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
No,Yes,MARRIED,M,35,KARONGA,,MATURE,BABM,Not Employed,MZUZU,,,,,Dropped
No,Yes,MARRIED,M,0,NTCHISI,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,M,34,MZIMBA,,MATURE,BEXT,Not Employed,MZUZU,,,,,Dropped
No,Yes,MARRIED,M,30,Ntchisi,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,MARRIED,M,0,Lilongwe,,MATURE,BEXT,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,M,0,Ntcheu,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,MARRIED,M,0,,,GENERIC,BABM,Self,,,,,,Not Dropped
No,Yes,MARRIED,M,0,Chitipa,,GENERIC,BEXT,Self,,,,,,Not Dropped
No,Yes,,M,32,,Christian,MATURE,BEXT,Employed,LILONGWE,,,,,Not Dropped
No,Yes,,M,32,,,MATURE,BEXT,Employed,LILONGWE,,,,,Not Dropped
No,Yes,,M,44,,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,,M,32,NSANJE,,GENERIC,BEXT,Employed,BLANTYRE,,,,,Not Dropped
No,Yes,,M,35,KASUNGU,,MATURE,BEXT,Employed,BLANTYRE,,,,,Not Dropped
No,Yes,,M,39,KARONGA,,GENERIC,BAAE,Employed,,,,,,Not Dropped
No,Yes,,M,36,RUMPHI,,GENERIC,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,M,29,CHIKWAWA,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,Yes,,M,44,LILONGWE,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,Yes,,M,37,NSANJE,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,Yes,,M,0,KARONGA,,MATURE,BABM,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,M,31,RUMPHI,,MATURE,BABM,Employed,,,,,,Not Dropped
No,Yes,,M,43,MULANJE,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,,M,35,MZIMBA,,MATURE,BEXT,Employed,,No disability,Adolecent Girls & Young Women (AGYM),self,I stay within same district,Not Dropped
No,Yes,,M,34,KASUNGU,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,,M,40,,Christian,MATURE,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,M,37,KASUNGU,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,,M,27,MANGOCHI,,MATURE,BAAE,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,M,26,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,Yes,,M,25,RUMPHI,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
No,Yes,,M,35,MZIMBA,,MATURE,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,32,CHIKWAWA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,34,NSANJE,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,23,MULANJE,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,24,RUMPHI,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,24,KARONGA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,33,NSANJE,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,23,MANGOCHI,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,29,MULANJE,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,,M,31,BLANTYRE,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,22,DEDZA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,M,22,ZOMBA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,26,BLANTYRE,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,40,MZIMBA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,34,CHIKWAWA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,M,21,CHITIPA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,24,MZIMBA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,,M,29,CHITIPA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,Yes,,M,23,NSANJE,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,Yes,,M,27,DOWA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,,M,20,MANGOCHI,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,M,25,BALAKA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,Yes,,M,32,KARONGA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,Yes,,M,30,ZOMBA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,Yes,,M,0,BALAKA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,,M,28,ZOMBA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,Yes,,M,25,PHALOMBE,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,,M,0,MCHINJI,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,M,28,KASUNGU,,GENERIC,BAGI,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,M,25,MACHINGA,,GENERIC,BAGI,Not Employed,,,,,,Dropped
No,Yes,,M,24,BALAKA,,GENERIC,BAGI,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,M,29,NTCHISI,,GENERIC,BAGI,Not Employed,,,,,,Dropped
No,Yes,,M,23,KARONGA,,GENERIC,BAGI,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,M,22,CHITIPA,,GENERIC,BAGI,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,M,23,MWANZA,,GENERIC,BAGI,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,M,29,NSANJE,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,Yes,,M,26,MULANJE,,GENERIC,BAGI,Not Employed,,,,,,Dropped
No,Yes,,M,38,CHITIPA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,28,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,M,0,LILONGWE,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,M,33,ZOMBA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,25,RUMPHI,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,27,NKHATA-BAY,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,M,41,NSANJE,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,M,23,MCHINJI,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,33,DEDZA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,29,CHILADZULU,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,35,NSANJE,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,25,DEDZA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,23,SALIMA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,M,29,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,26,LILONGWE,,GENERIC,BEXT,Not Employed,,SINGLE disability not listed here,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,M,31,RUMPHI,,MATURE,BAAE,Not Employed,,,,,,Dropped
No,Yes,,M,29,MANGOCHI,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,,M,29,KARONGA,,MATURE,BABM,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,M,0,NTCHISI,,MATURE,BABM,Not Employed,,,,,,Not Dropped
No,Yes,,M,24,NTCHEU,,MATURE,BAGI,Not Employed,,,,,,Dropped
No,Yes,,M,29,CHITIPA,,MATURE,BEXT,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,M,31,DOWA,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,M,29,CHITIPA,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,M,32,DOWA,,MATURE,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,34,LILONGWE,,MATURE,BEXT,Not Employed,,,,,,Dropped
No,Yes,,M,34,CHILADZULU,,GENERIC,BEXT,Self,BLANTYRE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,Yes,,M,22,BALAKA,,GENERIC,BAAE,Self,,,,,,Not Dropped
No,Yes,,M,20,RUMPHI,,GENERIC,BAAE,Self,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,M,26,ZOMBA,,GENERIC,BABM,Self,,,,,,Not Dropped
No,Yes,,M,22,THYOLO,,GENERIC,BABM,Self,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,M,27,CHILADZULU,,MATURE,BABM,Self,,,,,,Not Dropped
No,Yes,SINGLE,F,26,DEDZA,,GENERIC,BEXT,Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,24,NTCHEU,,GENERIC,BAAE,Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,29,BALAKA,,MATURE,BEXT,Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,30,CHILADZULU,,MATURE,BAAE,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,SINGLE,F,36,NTCHISI,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,36,LILONGWE,,GENERIC,BAAE,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,SINGLE,F,35,MULANJE,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,40,NKHATA-BAY,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,23,NTCHISI,,MATURE,BEXT,Employed,,No disability,Adolecent Girls & Young Women (AGYM),parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,F,27,NTCHEU,,MATURE,BAAE,Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,42,NKHOTAKOTA,,MATURE,BEXT,Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,31,MZIMBA,,MATURE,BEXT,Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,44,MZIMBA,,MATURE,BAAE,Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,32,SALIMA,,MATURE,BEXT,Employed,LILONGWE,Unseen Disability: e.g. Diabetes,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,F,28,SALIMA,,MATURE,BEXT,Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,29,BALAKA,,MATURE,BEXT,Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,34,LILONGWE,,MATURE,BEXT,Employed,MZUZU,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,33,MANGOCHI,,MATURE,BABM,Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,0,,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,0,Mchinji,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,0,NKHATA-BAY,,GENERIC,BABM,Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,0,Mzimba,,MATURE,BAAE,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,SINGLE,F,0,Balaka,,MATURE,BABM,Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,26,NENO,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,22,BALAKA,Christian,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,27,ZOMBA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,31,THYOLO,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,24,NTCHEU,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,25,NTCHEU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,29,MULANJE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,32,NENO,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,25,NKHOTAKOTA,,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,48,MACHINGA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,25,CHITIPA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Not Dropped
No,Yes,SINGLE,F,33,SALIMA,,GENERIC,BEXT,Not Employed,MZUZU,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,F,24,DOWA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,28,MANGOCHI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,26,KASUNGU,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,22,KARONGA,,MATURE,BAAE,Not Employed,MZUZU,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,23,NTCHISI,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,23,RUMPHI,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,28,NTCHISI,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,35,CHIKWAWA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,26,MZIMBA,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
No,Yes,SINGLE,F,22,CHITIPA,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,22,CHILADZULU,,GENERIC,BAGI,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,F,21,LILONGWE,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,27,NTCHEU,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,29,ZOMBA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,Yes,SINGLE,F,22,MANGOCHI,,GENERIC,BEXT,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,F,25,KASUNGU,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,28,DEDZA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,22,MANGOCHI,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,27,DEDZA,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,F,27,MULANJE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,26,MZIMBA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
No,Yes,SINGLE,F,20,DOWA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,22,NKHATA-BAY,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,28,ZOMBA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,23,BALAKA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,22,CHIKWAWA,,GENERIC,BAAE,Not Employed,BLANTYRE,No disability,Not Applicable,Scholarship,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,27,NKHOTAKOTA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,25,MCHINJI,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,Yes,SINGLE,F,36,BLANTYRE,,MATURE,BABM,Not Employed,BLANTYRE,,,,,Not Dropped
No,Yes,SINGLE,F,25,MZIMBA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,28,MCHINJI,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,0,,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,0,,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,0,Dowa,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,0,Chikwawa,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,0,Nkhotakota,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,0,Mulanje,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,0,Zomba,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,SINGLE,F,0,Lilongwe,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,0,Chikwawa,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,0,Likoma,,MATURE,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,0,Karonga,,MATURE,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,F,0,Mulanje,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,F,24,MWANZA,,GENERIC,BEXT,Self,,,,,,Not Dropped
No,Yes,SINGLE,F,26,CHILADZULU,,GENERIC,BABM,Self,LILONGWE,,,,,Not Dropped
No,Yes,SINGLE,F,0,Mzimba,,GENERIC,BABM,Self,,,,,,Not Dropped
No,Yes,SINGLE,F,0,Karonga,,MATURE,BAAE,Self,,,,,,Not Dropped
No,Yes,MARRIED,F,36,KASUNGU,,MATURE,BEXT,Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,F,33,MCHINJI,,GENERIC,BABM,Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,F,39,THYOLO,,MATURE,BABM,Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,F,38,MZIMBA,,MATURE,BABM,Employed,,,,,,Not Dropped
No,Yes,MARRIED,F,49,MZIMBA,,GENERIC,BABM,Employed,,,,,,Not Dropped
No,Yes,MARRIED,F,32,NTCHEU,,GENERIC,BEXT,Employed,,No disability,"Qualified primary school teachers, teaching at CDSS",self,I stay within same district,Not Dropped
No,Yes,MARRIED,F,35,NTCHEU,,MATURE,BEXT,Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,F,37,KARONGA,,MATURE,BEXT,Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,F,42,ZOMBA,,MATURE,BEXT,Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,F,32,MULANJE,,MATURE,BEXT,Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,F,36,CHILADZULU,,MATURE,BAAE,Employed,BLANTYRE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,Yes,MARRIED,F,0,Ntchisi,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,Yes,MARRIED,F,0,Mangochi,,MATURE,BABM,Employed,,,,,,Not Dropped
No,Yes,MARRIED,F,38,THYOLO,Christian,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,Yes,MARRIED,F,33,MZIMBA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Not Dropped
No,Yes,MARRIED,F,33,KARONGA,,MATURE,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,F,37,ZOMBA,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,MARRIED,F,34,DEDZA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,MARRIED,F,29,BALAKA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
No,Yes,MARRIED,F,30,MZIMBA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,F,36,ZOMBA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,MARRIED,F,28,CHITIPA,,MATURE,BEXT,Not Employed,MZUZU,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,F,0,Rumphi,,MATURE,BAGI,Self,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,F,26,LIKOMA,,GENERIC,BAAE,Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,F,27,MZIMBA,,GENERIC,BAAE,Employed,,,,,,Not Dropped
No,Yes,,F,34,NTCHEU,,GENERIC,BABM,Employed,,,,,,Not Dropped
No,Yes,,F,29,DEDZA,,MATURE,BAAE,Employed,,,,,,Dropped
No,Yes,,F,33,LILONGWE,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,,F,0,RUMPHI,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,Yes,,F,32,NKHATA-BAY,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,F,37,NENO,,MATURE,BEXT,Employed,,No disability,Not Applicable,Scholarship,I stay within same district,Not Dropped
No,Yes,,F,41,CHILADZULU,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,F,31,LILONGWE,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,,F,28,MZIMBA,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,F,37,RUMPHI,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,,F,22,MZIMBA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,,F,47,MACHINGA,,GENERIC,BAGI,Not Employed,,,,,,Dropped
No,Yes,,F,19,CHILADZULU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,Yes,,F,27,MCHINJI,,MATURE,BEXT,Not Employed,BLANTYRE,,,,,Dropped
